date,time,price,type,strikePrice
24-Jun-2020,13:05,75.9,PUT,10500
24-Jun-2020,13:06,10512.35,NIFTY,
24-Jun-2020,13:06,48.5,CALL,10550
24-Jun-2020,13:06,72.75,PUT,10500
24-Jun-2020,13:07,10516.3,NIFTY,
24-Jun-2020,13:07,50.85,CALL,10550
24-Jun-2020,13:07,72.4,PUT,10500
24-Jun-2020,13:08,10510.35,NIFTY,
24-Jun-2020,13:08,47.8,CALL,10550
24-Jun-2020,13:08,74.95,PUT,10500
24-Jun-2020,13:09,10508.55,NIFTY,
24-Jun-2020,13:09,46.15,CALL,10550
24-Jun-2020,13:09,77.55,PUT,10500
24-Jun-2020,13:10,10495.6,NIFTY,
24-Jun-2020,13:10,42.6,CALL,10550
24-Jun-2020,13:10,81.65,PUT,10500
24-Jun-2020,13:11,10475.55,NIFTY,
24-Jun-2020,13:11,37.9,CALL,10550
24-Jun-2020,13:11,94.9,PUT,10500
24-Jun-2020,13:12,10462.15,NIFTY,
24-Jun-2020,13:12,34.25,CALL,10550
24-Jun-2020,13:12,101.95,PUT,10500
24-Jun-2020,13:13,10468.1,NIFTY,
24-Jun-2020,13:13,35,CALL,10550
24-Jun-2020,13:13,97.75,PUT,10500
24-Jun-2020,13:14,10454.05,NIFTY,
24-Jun-2020,13:14,105.95,PUT,10500
24-Jun-2020,13:14,32.4,CALL,10550
24-Jun-2020,13:15,10448.4,NIFTY,
24-Jun-2020,13:15,32.2,CALL,10550
24-Jun-2020,13:15,112.8,PUT,10500
24-Jun-2020,13:16,10436.85,NIFTY,
24-Jun-2020,13:16,29.55,CALL,10550
24-Jun-2020,13:16,122,PUT,10500
24-Jun-2020,13:17,10444.35,NIFTY,
24-Jun-2020,13:17,31,CALL,10550
24-Jun-2020,13:17,121.25,PUT,10500
24-Jun-2020,13:18,33.35,CALL,10550
24-Jun-2020,13:18,10457.85,NIFTY,
24-Jun-2020,13:18,115.65,PUT,10500
24-Jun-2020,13:19,10453.7,NIFTY,
24-Jun-2020,13:19,33.55,CALL,10550
24-Jun-2020,13:19,116.3,PUT,10500
24-Jun-2020,13:20,10452.45,NIFTY,
24-Jun-2020,13:20,34.35,CALL,10550
24-Jun-2020,13:20,117.85,PUT,10500
24-Jun-2020,13:21,10445.5,NIFTY,
24-Jun-2020,13:21,30.95,CALL,10550
24-Jun-2020,13:21,122.15,PUT,10500
24-Jun-2020,13:22,10443.85,NIFTY,
24-Jun-2020,13:22,33.05,CALL,10550
24-Jun-2020,13:22,124.1,PUT,10500
24-Jun-2020,13:23,10452.5,NIFTY,
24-Jun-2020,13:23,33.2,CALL,10550
24-Jun-2020,13:23,120.5,PUT,10500
24-Jun-2020,13:24,35.45,CALL,10550
24-Jun-2020,13:24,115.8,PUT,10500
24-Jun-2020,13:24,10460.95,NIFTY,
24-Jun-2020,13:25,10464.3,NIFTY,
24-Jun-2020,13:25,36.55,CALL,10550
24-Jun-2020,13:25,114.25,PUT,10500
24-Jun-2020,13:26,10455.25,NIFTY,
24-Jun-2020,13:26,34.1,CALL,10550
24-Jun-2020,13:26,117,PUT,10500
24-Jun-2020,13:27,10449.05,NIFTY,
24-Jun-2020,13:27,34.35,CALL,10550
24-Jun-2020,13:27,120,PUT,10500
24-Jun-2020,13:28,10453.75,NIFTY,
24-Jun-2020,13:28,35.6,CALL,10550
24-Jun-2020,13:28,113.9,PUT,10500
24-Jun-2020,13:29,10444.55,NIFTY,
24-Jun-2020,13:29,33.05,CALL,10550
24-Jun-2020,13:29,121.05,PUT,10500
24-Jun-2020,13:30,10437.8,NIFTY,
24-Jun-2020,13:30,31.4,CALL,10550
24-Jun-2020,13:30,125.95,PUT,10500
24-Jun-2020,13:31,10439.4,NIFTY,
24-Jun-2020,13:31,31.5,CALL,10550
24-Jun-2020,13:31,125.45,PUT,10500
24-Jun-2020,13:32,10440.35,NIFTY,
24-Jun-2020,13:32,32.7,CALL,10550
24-Jun-2020,13:32,122.35,PUT,10500
24-Jun-2020,13:33,10425.5,NIFTY,
24-Jun-2020,13:33,27.95,CALL,10550
24-Jun-2020,13:33,133.4,PUT,10500
24-Jun-2020,13:34,10431.6,NIFTY,
24-Jun-2020,13:34,28.25,CALL,10550
24-Jun-2020,13:34,128.95,PUT,10500
24-Jun-2020,13:35,29,CALL,10550
24-Jun-2020,13:35,125.3,PUT,10500
24-Jun-2020,13:35,10433.5,NIFTY,
24-Jun-2020,13:36,10419.35,NIFTY,
24-Jun-2020,13:36,25.75,CALL,10550
24-Jun-2020,13:36,137.5,PUT,10500
24-Jun-2020,13:37,10410.15,NIFTY,
24-Jun-2020,13:37,24.05,CALL,10550
24-Jun-2020,13:37,143,PUT,10500
24-Jun-2020,13:38,10409.15,NIFTY,
24-Jun-2020,13:38,141.4,PUT,10500
24-Jun-2020,13:38,24.25,CALL,10550
24-Jun-2020,13:39,10402.25,NIFTY,
24-Jun-2020,13:39,22.1,CALL,10550
24-Jun-2020,13:39,147.85,PUT,10500
24-Jun-2020,13:40,10405.05,NIFTY,
24-Jun-2020,13:40,148.6,PUT,10500
24-Jun-2020,13:40,21.7,CALL,10550
24-Jun-2020,13:41,10395.25,NIFTY,
24-Jun-2020,13:41,17.4,CALL,10550
24-Jun-2020,13:41,151.85,PUT,10500
24-Jun-2020,13:42,10399.65,NIFTY,
24-Jun-2020,13:42,151.65,PUT,10500
24-Jun-2020,13:42,18.15,CALL,10550
24-Jun-2020,13:43,10410.2,NIFTY,
24-Jun-2020,13:43,19.35,CALL,10550
24-Jun-2020,13:43,144.15,PUT,10500
24-Jun-2020,13:44,10411.9,NIFTY,
24-Jun-2020,13:44,20.75,CALL,10550
24-Jun-2020,13:44,142.1,PUT,10500
24-Jun-2020,13:45,10393.25,NIFTY,
24-Jun-2020,13:45,19.2,CALL,10550
24-Jun-2020,13:45,153.9,PUT,10500
24-Jun-2020,13:46,10374.05,NIFTY,
24-Jun-2020,13:46,15.1,CALL,10550
24-Jun-2020,13:46,167.25,PUT,10500
24-Jun-2020,13:47,10383.95,NIFTY,
24-Jun-2020,13:47,16.1,CALL,10550
24-Jun-2020,13:47,166.1,PUT,10500
24-Jun-2020,13:48,10377.65,NIFTY,
24-Jun-2020,13:48,16,CALL,10550
24-Jun-2020,13:48,167.75,PUT,10500
24-Jun-2020,13:49,10393.1,NIFTY,
24-Jun-2020,13:49,17.75,CALL,10550
24-Jun-2020,13:49,152.6,PUT,10500
24-Jun-2020,13:50,10388.35,NIFTY,
24-Jun-2020,13:50,18.2,CALL,10550
24-Jun-2020,13:50,157.3,PUT,10500
24-Jun-2020,13:51,10381.65,NIFTY,
24-Jun-2020,13:51,16.8,CALL,10550
24-Jun-2020,13:51,162,PUT,10500
24-Jun-2020,13:52,10400.1,NIFTY,
24-Jun-2020,13:52,18.7,CALL,10550
24-Jun-2020,13:52,147.2,PUT,10500
24-Jun-2020,13:53,10406.15,NIFTY,
24-Jun-2020,13:53,144.2,PUT,10500
24-Jun-2020,13:53,19.9,CALL,10550
24-Jun-2020,13:54,10397.15,NIFTY,
24-Jun-2020,13:54,150,PUT,10500
24-Jun-2020,13:54,19.25,CALL,10550
24-Jun-2020,13:55,10402.6,NIFTY,
24-Jun-2020,13:55,146.85,PUT,10500
24-Jun-2020,13:55,19,CALL,10550
24-Jun-2020,13:56,10400.95,NIFTY,
24-Jun-2020,13:56,146.2,PUT,10500
24-Jun-2020,13:56,19.5,CALL,10550
24-Jun-2020,13:57,10391.85,NIFTY,
24-Jun-2020,13:57,153,PUT,10500
24-Jun-2020,13:57,17.9,CALL,10550
24-Jun-2020,13:58,10394.7,NIFTY,
24-Jun-2020,13:58,17.9,CALL,10550
24-Jun-2020,13:58,155.75,PUT,10500
24-Jun-2020,13:59,19.05,CALL,10550
24-Jun-2020,13:59,152.8,PUT,10500
24-Jun-2020,13:59,10393.6,NIFTY,
24-Jun-2020,14:00,10398.55,NIFTY,
24-Jun-2020,14:00,19.35,CALL,10550
24-Jun-2020,14:00,151.2,PUT,10500
24-Jun-2020,14:01,10390.55,NIFTY,
24-Jun-2020,14:01,156.6,PUT,10500
24-Jun-2020,14:01,18.65,CALL,10550
24-Jun-2020,14:02,10379.6,NIFTY,
24-Jun-2020,14:02,161.95,PUT,10500
24-Jun-2020,14:02,17.45,CALL,10550
24-Jun-2020,14:03,10375.75,NIFTY,
24-Jun-2020,14:03,163.15,PUT,10500
24-Jun-2020,14:03,15.8,CALL,10550
24-Jun-2020,14:04,10387.3,NIFTY,
24-Jun-2020,14:04,154.45,PUT,10500
24-Jun-2020,14:04,16.9,CALL,10550
24-Jun-2020,14:05,10394.25,NIFTY,
24-Jun-2020,14:05,17.45,CALL,10550
24-Jun-2020,14:05,149.1,PUT,10500
24-Jun-2020,14:06,10420.45,NIFTY,
24-Jun-2020,14:06,20.15,CALL,10550
24-Jun-2020,14:06,126.2,PUT,10500
24-Jun-2020,14:07,10427.75,NIFTY,
24-Jun-2020,14:07,118.85,PUT,10500
24-Jun-2020,14:07,22.95,CALL,10550
24-Jun-2020,14:08,10425.6,NIFTY,
24-Jun-2020,14:08,24.4,CALL,10550
24-Jun-2020,14:08,121.75,PUT,10500
24-Jun-2020,14:09,10415.1,NIFTY,
24-Jun-2020,14:09,21.7,CALL,10550
24-Jun-2020,14:09,131.6,PUT,10500
24-Jun-2020,14:10,10418.65,NIFTY,
24-Jun-2020,14:10,21.25,CALL,10550
24-Jun-2020,14:10,128.15,PUT,10500
24-Jun-2020,14:11,23,CALL,10550
24-Jun-2020,14:11,129.5,PUT,10500
24-Jun-2020,14:11,10419.85,NIFTY,
24-Jun-2020,14:12,21.65,CALL,10550
24-Jun-2020,14:12,138.55,PUT,10500
24-Jun-2020,14:12,10407.2,NIFTY,
24-Jun-2020,14:13,10394.15,NIFTY,
24-Jun-2020,14:13,19.8,CALL,10550
24-Jun-2020,14:13,145,PUT,10500
24-Jun-2020,14:14,10399.75,NIFTY,
24-Jun-2020,14:14,19,CALL,10550
24-Jun-2020,14:14,142.65,PUT,10500
24-Jun-2020,14:15,18.8,CALL,10550
24-Jun-2020,14:15,150,PUT,10500
24-Jun-2020,14:15,10396.75,NIFTY,
24-Jun-2020,14:16,10396.65,NIFTY,
24-Jun-2020,14:16,19.25,CALL,10550
24-Jun-2020,14:16,150.85,PUT,10500
24-Jun-2020,14:17,10405.6,NIFTY,
24-Jun-2020,14:17,20.75,CALL,10550
24-Jun-2020,14:17,141.65,PUT,10500
24-Jun-2020,14:18,10402.85,NIFTY,
24-Jun-2020,14:18,20.95,CALL,10550
24-Jun-2020,14:18,135.75,PUT,10500
24-Jun-2020,14:19,10401,NIFTY,
24-Jun-2020,14:19,20.45,CALL,10550
24-Jun-2020,14:19,140.95,PUT,10500
24-Jun-2020,14:20,10405.8,NIFTY,
24-Jun-2020,14:20,136.85,PUT,10500
24-Jun-2020,14:20,21.25,CALL,10550
24-Jun-2020,14:21,10418.25,NIFTY,
24-Jun-2020,14:21,22.6,CALL,10550
24-Jun-2020,14:21,132.9,PUT,10500
24-Jun-2020,14:22,131.1,PUT,10500
24-Jun-2020,14:22,22.45,CALL,10550
24-Jun-2020,14:22,10420.25,NIFTY,
24-Jun-2020,14:23,21.55,CALL,10550
24-Jun-2020,14:23,131.9,PUT,10500
24-Jun-2020,14:23,10415.75,NIFTY,
24-Jun-2020,14:24,10409.65,NIFTY,
24-Jun-2020,14:24,19.55,CALL,10550
24-Jun-2020,14:24,133.05,PUT,10500
24-Jun-2020,14:25,10410,NIFTY,
24-Jun-2020,14:25,20.45,CALL,10550
24-Jun-2020,14:25,134.8,PUT,10500
24-Jun-2020,14:26,10416.45,NIFTY,
24-Jun-2020,14:26,21.45,CALL,10550
24-Jun-2020,14:26,129.05,PUT,10500
24-Jun-2020,14:27,10408.45,NIFTY,
24-Jun-2020,14:27,19.65,CALL,10550
24-Jun-2020,14:27,134.85,PUT,10500
24-Jun-2020,14:28,10404.35,NIFTY,
24-Jun-2020,14:28,19.95,CALL,10550
24-Jun-2020,14:28,135.8,PUT,10500
24-Jun-2020,14:29,10406.85,NIFTY,
24-Jun-2020,14:29,19.85,CALL,10550
24-Jun-2020,14:29,136.45,PUT,10500
24-Jun-2020,14:30,10393.4,NIFTY,
24-Jun-2020,14:30,17.8,CALL,10550
24-Jun-2020,14:30,142.3,PUT,10500
24-Jun-2020,14:31,10395.7,NIFTY,
24-Jun-2020,14:31,18,CALL,10550
24-Jun-2020,14:31,143,PUT,10500
24-Jun-2020,14:32,10405.9,NIFTY,
24-Jun-2020,14:32,135.9,PUT,10500
24-Jun-2020,14:32,19.2,CALL,10550
24-Jun-2020,14:33,10402,NIFTY,
24-Jun-2020,14:33,19.1,CALL,10550
24-Jun-2020,14:33,136.15,PUT,10500
24-Jun-2020,14:34,10401.05,NIFTY,
24-Jun-2020,14:34,18.6,CALL,10550
24-Jun-2020,14:34,139.75,PUT,10500
24-Jun-2020,14:35,10394,NIFTY,
24-Jun-2020,14:35,17.9,CALL,10550
24-Jun-2020,14:35,143.55,PUT,10500
24-Jun-2020,14:36,14.4,CALL,10550
24-Jun-2020,14:36,160.15,PUT,10500
24-Jun-2020,14:36,10377.05,NIFTY,
24-Jun-2020,14:37,10370.25,NIFTY,
24-Jun-2020,14:37,167.65,PUT,10500
24-Jun-2020,14:37,12.7,CALL,10550
24-Jun-2020,14:38,10371.85,NIFTY,
24-Jun-2020,14:38,13.6,CALL,10550
24-Jun-2020,14:38,169.55,PUT,10500
24-Jun-2020,14:39,10361.2,NIFTY,
24-Jun-2020,14:39,13.15,CALL,10550
24-Jun-2020,14:39,175.5,PUT,10500
24-Jun-2020,14:40,10355.6,NIFTY,
24-Jun-2020,14:40,12.6,CALL,10550
24-Jun-2020,14:40,176.05,PUT,10500
24-Jun-2020,14:41,10358.35,NIFTY,
24-Jun-2020,14:41,13.45,CALL,10550
24-Jun-2020,14:41,170.65,PUT,10500
24-Jun-2020,14:42,10353.7,NIFTY,
24-Jun-2020,14:42,12.95,CALL,10550
24-Jun-2020,14:42,176.95,PUT,10500
24-Jun-2020,14:43,10343.7,NIFTY,
24-Jun-2020,14:43,181.2,PUT,10500
24-Jun-2020,14:43,11.6,CALL,10550
24-Jun-2020,14:44,10343.45,NIFTY,
24-Jun-2020,14:44,181.9,PUT,10500
24-Jun-2020,14:44,11.5,CALL,10550
24-Jun-2020,14:45,10352.75,NIFTY,
24-Jun-2020,14:45,11.8,CALL,10550
24-Jun-2020,14:45,175.3,PUT,10500
24-Jun-2020,14:46,10350,NIFTY,
24-Jun-2020,14:46,12.25,CALL,10550
24-Jun-2020,14:46,176.3,PUT,10500
24-Jun-2020,14:47,10348.3,NIFTY,
24-Jun-2020,14:47,12,CALL,10550
24-Jun-2020,14:47,177.6,PUT,10500
24-Jun-2020,14:48,10345.9,NIFTY,
24-Jun-2020,14:48,11.55,CALL,10550
24-Jun-2020,14:48,181.35,PUT,10500
24-Jun-2020,14:49,10337.2,NIFTY,
24-Jun-2020,14:49,11,CALL,10550
24-Jun-2020,14:49,185.9,PUT,10500
24-Jun-2020,14:50,10323.5,NIFTY,
24-Jun-2020,14:50,9.45,CALL,10550
24-Jun-2020,14:50,196.65,PUT,10500
24-Jun-2020,14:51,194.5,PUT,10500
24-Jun-2020,14:51,10329.9,NIFTY,
24-Jun-2020,14:51,10.15,CALL,10550
24-Jun-2020,14:52,10327.5,NIFTY,
24-Jun-2020,14:52,197.2,PUT,10500
24-Jun-2020,14:52,9.85,CALL,10550
24-Jun-2020,14:53,10316.55,NIFTY,
24-Jun-2020,14:53,8.8,CALL,10550
24-Jun-2020,14:53,205.8,PUT,10500
24-Jun-2020,14:54,10312.55,NIFTY,
24-Jun-2020,14:54,8.4,CALL,10550
24-Jun-2020,14:54,206.3,PUT,10500
24-Jun-2020,14:55,10317.05,NIFTY,
24-Jun-2020,14:55,8.85,CALL,10550
24-Jun-2020,14:55,200.3,PUT,10500
24-Jun-2020,14:56,10332.15,NIFTY,
24-Jun-2020,14:56,9.4,CALL,10550
24-Jun-2020,14:56,192.1,PUT,10500
24-Jun-2020,14:57,10345.05,NIFTY,
24-Jun-2020,14:57,10.6,CALL,10550
24-Jun-2020,14:57,188.8,PUT,10500
24-Jun-2020,14:58,10329.7,NIFTY,
24-Jun-2020,14:58,10.15,CALL,10550
24-Jun-2020,14:58,192.1,PUT,10500
24-Jun-2020,14:59,10325.65,NIFTY,
24-Jun-2020,14:59,9.7,CALL,10550
24-Jun-2020,14:59,197.05,PUT,10500
24-Jun-2020,15:00,10330.95,NIFTY,
24-Jun-2020,15:00,9.65,CALL,10550
24-Jun-2020,15:00,197,PUT,10500
24-Jun-2020,15:01,10338.25,NIFTY,
24-Jun-2020,15:01,10.55,CALL,10550
24-Jun-2020,15:01,190.95,PUT,10500
24-Jun-2020,15:02,10321.5,NIFTY,
24-Jun-2020,15:02,9.55,CALL,10550
24-Jun-2020,15:02,204.05,PUT,10500
24-Jun-2020,15:03,10329.6,NIFTY,
24-Jun-2020,15:03,10.25,CALL,10550
24-Jun-2020,15:03,193.6,PUT,10500
24-Jun-2020,15:04,9.95,CALL,10550
24-Jun-2020,15:04,201.05,PUT,10500
24-Jun-2020,15:04,10320.65,NIFTY,
24-Jun-2020,15:05,10314.25,NIFTY,
24-Jun-2020,15:05,9,CALL,10550
24-Jun-2020,15:05,201.85,PUT,10500
24-Jun-2020,15:06,8.95,CALL,10550
24-Jun-2020,15:06,197,PUT,10500
24-Jun-2020,15:06,10321.25,NIFTY,
24-Jun-2020,15:07,10314.95,NIFTY,
24-Jun-2020,15:07,8.75,CALL,10550
24-Jun-2020,15:07,204.1,PUT,10500
24-Jun-2020,15:08,10308.8,NIFTY,
24-Jun-2020,15:08,8.3,CALL,10550
24-Jun-2020,15:08,212,PUT,10500
24-Jun-2020,15:09,10312.85,NIFTY,
24-Jun-2020,15:09,206.5,PUT,10500
24-Jun-2020,15:09,8.4,CALL,10550
24-Jun-2020,15:10,10306.35,NIFTY,
24-Jun-2020,15:10,7.9,CALL,10550
24-Jun-2020,15:10,214,PUT,10500
24-Jun-2020,15:11,10299.25,NIFTY,
24-Jun-2020,15:11,7.55,CALL,10550
24-Jun-2020,15:11,217,PUT,10500
24-Jun-2020,15:12,10285.35,NIFTY,
24-Jun-2020,15:12,7.2,CALL,10550
24-Jun-2020,15:12,230.7,PUT,10500
24-Jun-2020,15:13,10285.85,NIFTY,
24-Jun-2020,15:13,6.75,CALL,10550
24-Jun-2020,15:13,230.5,PUT,10500
24-Jun-2020,15:14,10290.6,NIFTY,
24-Jun-2020,15:14,7,CALL,10550
24-Jun-2020,15:14,226.3,PUT,10500
24-Jun-2020,15:15,10302.25,NIFTY,
24-Jun-2020,15:15,7.4,CALL,10550
24-Jun-2020,15:15,219,PUT,10500
24-Jun-2020,15:16,10300.9,NIFTY,
24-Jun-2020,15:16,7.55,CALL,10550
24-Jun-2020,15:16,216.35,PUT,10500
