date,time,type," strikePrice",price,sma5,sma20,bb1sd,bb2sd,stochastic,combination
24-Jun-2020,12:07,PUT,,104.65,,,Sell,,Sell,Sell
24-Jun-2020,12:08,NIFTY,,10468.75,,,Buy,,Buy,Buy
24-Jun-2020,12:08,CALL,,34.2,Buy,,Buy,,,
24-Jun-2020,12:08,PUT,,103.4,,,Sell,,Sell,Sell
24-Jun-2020,12:09,CALL,,37.65,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:09,PUT,,94.5,Sell,,Sell,Sell,Sell,Sell
24-Jun-2020,12:09,NIFTY,,10473.75,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:10,NIFTY,,10477.65,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:10,CALL,,39.3,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:10,PUT,,91.65,,,Sell,Sell,Sell,Sell
24-Jun-2020,12:11,CALL,,38.45,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:11,PUT,,95.45,,,Sell,,Sell,Sell
24-Jun-2020,12:11,NIFTY,,10475.5,,,Buy,,Buy,Buy
24-Jun-2020,12:12,NIFTY,,10485.1,Buy,,Buy,Buy,Buy,Buy
24-Jun-2020,12:12,CALL,,40.55,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:12,PUT,,90.95,Sell,,Sell,Sell,Sell,Sell
24-Jun-2020,12:13,NIFTY,,10480,,,Buy,,Buy,Buy
24-Jun-2020,12:13,CALL,,39.95,,,Buy,,Buy,Buy
24-Jun-2020,12:13,PUT,,92.65,,,Sell,,Sell,Sell
24-Jun-2020,12:14,NIFTY,,10480.75,,,Buy,,Buy,Buy
24-Jun-2020,12:14,CALL,,39.8,,,Buy,,Buy,Buy
24-Jun-2020,12:14,PUT,,93.25,Buy,,Sell,,Sell,Sell
24-Jun-2020,12:15,CALL,,38.85,,,Buy,,Buy,Buy
24-Jun-2020,12:15,PUT,,93.85,,,Sell,,Sell,Sell
24-Jun-2020,12:15,NIFTY,,10478.95,Sell,,Buy,,Buy,Buy
24-Jun-2020,12:16,CALL,,39.85,,,Buy,,Buy,Buy
24-Jun-2020,12:16,PUT,,91.95,Sell,,Sell,,Sell,Sell
24-Jun-2020,12:16,NIFTY,,10481.5,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:17,NIFTY,,10486.15,,,Buy,,Buy,Buy
24-Jun-2020,12:17,CALL,,40.25,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:17,PUT,,88,,,Sell,,Sell,Sell
24-Jun-2020,12:18,NIFTY,,10497.55,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:18,CALL,,44.35,Buy,,Buy,Buy,Buy,Buy
24-Jun-2020,12:18,PUT,,81.85,,,Sell,Sell,Sell,Sell
24-Jun-2020,12:19,NIFTY,,10494.1,,,Buy,,Buy,Buy
24-Jun-2020,12:19,CALL,,43.65,,,Buy,,Buy,Buy
24-Jun-2020,12:19,PUT,,83.65,,,Sell,,Sell,Sell
24-Jun-2020,12:20,NIFTY,,10509.5,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:20,CALL,,47.9,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:20,PUT,,74.45,,,Sell,Sell,Sell,Sell
24-Jun-2020,12:21,NIFTY,,10504.9,,,Buy,,Buy,Buy
24-Jun-2020,12:21,CALL,,47,,,Buy,,Buy,Buy
24-Jun-2020,12:21,PUT,,77.4,,,Sell,,Sell,Sell
24-Jun-2020,12:22,NIFTY,,10514.95,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:22,PUT,,73.05,,,Sell,,Sell,Sell
24-Jun-2020,12:22,CALL,,51.2,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:23,NIFTY,,10522.25,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:23,PUT,,67.95,,,Sell,Sell,Sell,Sell
24-Jun-2020,12:23,CALL,,52.3,,,Buy,Buy,Buy,Buy
24-Jun-2020,12:24,NIFTY,,10512.4,Sell,,Buy,,Buy,Buy
24-Jun-2020,12:24,CALL,,49.8,Sell,,Buy,,Buy,Buy
24-Jun-2020,12:24,PUT,,71.15,,,Sell,,Sell,Sell
24-Jun-2020,12:25,NIFTY,,10524.3,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:25,CALL,,51.85,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:25,PUT,,67.4,Sell,,Sell,,Sell,Sell
24-Jun-2020,12:26,NIFTY,,10520.55,,,Buy,,Buy,Buy
24-Jun-2020,12:26,PUT,,69.1,,,Sell,,Sell,Sell
24-Jun-2020,12:26,CALL,,50.35,Sell,,Buy,,Buy,Buy
24-Jun-2020,12:27,NIFTY,,10510.85,Sell,,,,,
24-Jun-2020,12:27,CALL,,47.6,Sell,,,,,
24-Jun-2020,12:27,PUT,,70.65,,,Sell,,Sell,Sell
24-Jun-2020,12:28,NIFTY,,10509.95,,,,,,
24-Jun-2020,12:28,CALL,,48.1,,,,,,
24-Jun-2020,12:28,PUT,,72.7,,,,,Sell,
24-Jun-2020,12:29,NIFTY,,10514.9,,,,,,
24-Jun-2020,12:29,CALL,,48.75,,,,,,
24-Jun-2020,12:29,PUT,,70.95,,,Sell,,Sell,Sell
24-Jun-2020,12:30,NIFTY,,10518.95,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:30,CALL,,49.5,Buy,,,,,
24-Jun-2020,12:30,PUT,,68.85,Sell,,Sell,,Sell,Sell
24-Jun-2020,12:31,NIFTY,,10508,Sell,,,,,
24-Jun-2020,12:31,CALL,,46.7,Sell,,,,,
24-Jun-2020,12:31,PUT,,73.05,Buy,,,,,
24-Jun-2020,12:32,NIFTY,,10503.4,,Sell,,,,
24-Jun-2020,12:32,CALL,,45.05,,Sell,,,,
24-Jun-2020,12:32,PUT,,74.7,,,,,,
24-Jun-2020,12:33,NIFTY,,10510.1,,Buy,,,,
24-Jun-2020,12:33,PUT,,73.25,,,,,,
24-Jun-2020,12:33,CALL,,45,,,,,,
24-Jun-2020,12:34,CALL,,45.7,,,,,,
24-Jun-2020,12:34,PUT,,75.95,,,,,,
24-Jun-2020,12:34,NIFTY,,10506.25,Sell,,,,,
24-Jun-2020,12:35,CALL,,43.9,Sell,,Sell,,,
24-Jun-2020,12:35,PUT,,77.5,,,,,,
24-Jun-2020,12:35,NIFTY,,10498.5,Sell,,,,,
24-Jun-2020,12:36,NIFTY,,10513.05,Buy,Buy,,,,
24-Jun-2020,12:36,CALL,,47.8,Buy,Buy,,,,
24-Jun-2020,12:36,PUT,,70.35,Sell,Sell,,,,
24-Jun-2020,12:37,NIFTY,,10516.6,,,,,,
24-Jun-2020,12:37,CALL,,49.15,,Buy,,,,
24-Jun-2020,12:37,PUT,,69.4,,,,,,
24-Jun-2020,12:38,NIFTY,,10518.05,,,,,,
24-Jun-2020,12:38,CALL,,50.15,,,,,,
24-Jun-2020,12:38,PUT,,68.9,,,Sell,,Sell,Sell
24-Jun-2020,12:39,CALL,,51,,,Buy,,,
24-Jun-2020,12:39,PUT,,68.95,,,Sell,,Sell,Sell
24-Jun-2020,12:39,NIFTY,,10520.25,,,Buy,,,
24-Jun-2020,12:40,NIFTY,,10524.25,,,Buy,,Buy,Buy
24-Jun-2020,12:40,CALL,,51.65,,,Buy,,Buy,Buy
24-Jun-2020,12:40,PUT,,67.4,,,Sell,,Sell,Sell
24-Jun-2020,12:41,NIFTY,,10524.3,,,Buy,,Buy,Buy
24-Jun-2020,12:41,CALL,,51.85,,,Buy,,Buy,Buy
24-Jun-2020,12:41,PUT,,67.05,,,Sell,,Sell,Sell
24-Jun-2020,12:42,CALL,,51,,,Buy,,Buy,Buy
24-Jun-2020,12:42,PUT,,70.15,Buy,,,,,
24-Jun-2020,12:42,NIFTY,,10523.05,,,Buy,,Buy,Buy
24-Jun-2020,12:43,CALL,,50.65,,,,,Buy,
24-Jun-2020,12:43,PUT,,70.05,,,,,,
24-Jun-2020,12:43,NIFTY,,10519.65,Sell,,,,Buy,
24-Jun-2020,12:44,NIFTY,,10521.4,,,,,Buy,
24-Jun-2020,12:44,CALL,,51,,,Buy,,Buy,Buy
24-Jun-2020,12:44,PUT,,69.4,,,,,,
24-Jun-2020,12:45,NIFTY,,10515.4,Sell,,,,,
24-Jun-2020,12:45,CALL,,49.3,,,,,,
24-Jun-2020,12:45,PUT,,70.35,,,,,,
24-Jun-2020,12:46,NIFTY,,10524.65,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:46,CALL,,51.25,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:46,PUT,,68,Sell,,Sell,,,
24-Jun-2020,12:47,NIFTY,,10531.2,,,Buy,,Buy,Buy
24-Jun-2020,12:47,CALL,,53.7,,,Buy,,Buy,Buy
24-Jun-2020,12:47,PUT,,65.95,,,Sell,,Sell,Sell
24-Jun-2020,12:48,NIFTY,,10527.65,,,Buy,,Buy,Buy
24-Jun-2020,12:48,CALL,,51.95,,,,,Buy,
24-Jun-2020,12:48,PUT,,66.8,,,Sell,,Sell,Sell
24-Jun-2020,12:49,NIFTY,,10528.6,,,Buy,,Buy,Buy
24-Jun-2020,12:49,CALL,,52.95,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:49,PUT,,66.8,,,Sell,,Sell,Sell
24-Jun-2020,12:50,NIFTY,,10527.45,Sell,,Buy,,Buy,Buy
24-Jun-2020,12:50,CALL,,55,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:50,PUT,,66,,,Sell,,Sell,Sell
24-Jun-2020,12:51,NIFTY,,10535.4,Buy,,Buy,,Buy,Buy
24-Jun-2020,12:51,CALL,,56,,,Buy,,Buy,Buy
24-Jun-2020,12:51,PUT,,64.3,,,Sell,,Sell,Sell
24-Jun-2020,12:52,NIFTY,,10534.2,,,Buy,,Buy,Buy
24-Jun-2020,12:52,CALL,,56.9,,,Buy,,Buy,Buy
24-Jun-2020,12:52,PUT,,66.1,Buy,,,,Sell,
24-Jun-2020,12:53,CALL,,57.25,,,Buy,,Buy,Buy
24-Jun-2020,12:53,PUT,,63.4,Sell,,Sell,,Sell,Sell
24-Jun-2020,12:53,NIFTY,,10533.05,,,Buy,,Buy,Buy
24-Jun-2020,12:54,NIFTY,,10527.3,Sell,,,,,
24-Jun-2020,12:54,CALL,,54.55,Sell,,,,,
24-Jun-2020,12:54,PUT,,66.9,Buy,,,,,
24-Jun-2020,12:55,NIFTY,,10526.6,,,,,,
24-Jun-2020,12:55,CALL,,54.25,,,,,,
24-Jun-2020,12:55,PUT,,67,,,,,,
24-Jun-2020,12:56,NIFTY,,10531.7,Buy,,Buy,,,
24-Jun-2020,12:56,CALL,,55.2,,,Buy,,,
24-Jun-2020,12:56,PUT,,65.35,Sell,,Sell,,,
24-Jun-2020,12:57,NIFTY,,10525.55,Sell,Sell,,,,
24-Jun-2020,12:57,CALL,,54.85,Sell,,,,,
24-Jun-2020,12:57,PUT,,67.5,Buy,Buy,,,,
24-Jun-2020,12:58,NIFTY,,10525.85,,,,,,
24-Jun-2020,12:58,PUT,,66.4,Sell,Sell,,,,
24-Jun-2020,12:58,CALL,,55.1,Buy,,,,,
24-Jun-2020,12:59,NIFTY,,10522.35,,,,,,
24-Jun-2020,12:59,CALL,,54.15,Sell,,,,,
24-Jun-2020,12:59,PUT,,67.3,Buy,Buy,,,,
24-Jun-2020,13:00,NIFTY,,10514.1,,,Sell,Sell,,
24-Jun-2020,13:00,CALL,,53,Sell,,,,,
24-Jun-2020,13:00,PUT,,70,,,Buy,,,
24-Jun-2020,13:01,NIFTY,,10507.1,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:01,CALL,,50.2,,,Sell,,,
24-Jun-2020,13:01,PUT,,72.55,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:02,NIFTY,,10503.95,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:02,CALL,,48.35,,,Sell,,Sell,Sell
24-Jun-2020,13:02,PUT,,73.5,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:03,NIFTY,,10505.7,,,Sell,,Sell,Sell
24-Jun-2020,13:03,CALL,,47.7,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:03,PUT,,74.55,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:04,NIFTY,,10495.75,Sell,,Sell,Sell,Sell,Sell
24-Jun-2020,13:04,PUT,,76.9,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:04,CALL,,44.9,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:05,NIFTY,,10503,,,Sell,,Sell,Sell
24-Jun-2020,13:05,CALL,,46.4,,,Sell,,Sell,Sell
24-Jun-2020,13:05,PUT,,75.9,,,Buy,,Buy,Buy
24-Jun-2020,13:06,NIFTY,,10512.35,Buy,,,,,
24-Jun-2020,13:06,CALL,,48.5,Buy,,Sell,,,
24-Jun-2020,13:06,PUT,,72.75,Sell,,,,,
24-Jun-2020,13:07,NIFTY,,10516.3,,,,,,
24-Jun-2020,13:07,CALL,,50.85,,,,,,
24-Jun-2020,13:07,PUT,,72.4,,,,,,
24-Jun-2020,13:08,NIFTY,,10510.35,,,,,,
24-Jun-2020,13:08,CALL,,47.8,Sell,,Sell,,,
24-Jun-2020,13:08,PUT,,74.95,,,Buy,,,
24-Jun-2020,13:09,NIFTY,,10508.55,Sell,,,,,
24-Jun-2020,13:09,CALL,,46.15,,,Sell,,,
24-Jun-2020,13:09,PUT,,77.55,Buy,,Buy,,Buy,Buy
24-Jun-2020,13:10,NIFTY,,10495.6,,,Sell,,,
24-Jun-2020,13:10,CALL,,42.6,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:10,PUT,,81.65,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:11,NIFTY,,10475.55,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:11,CALL,,37.9,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:11,PUT,,94.9,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:12,NIFTY,,10462.15,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:12,CALL,,34.25,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:12,PUT,,101.95,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:13,NIFTY,,10468.1,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:13,CALL,,35,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:13,PUT,,97.75,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:14,NIFTY,,10454.05,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:14,PUT,,105.95,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:14,CALL,,32.4,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:15,NIFTY,,10448.4,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:15,CALL,,32.2,,,Sell,,Sell,Sell
24-Jun-2020,13:15,PUT,,112.8,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:16,NIFTY,,10436.85,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:16,CALL,,29.55,,,Sell,,Sell,Sell
24-Jun-2020,13:16,PUT,,122,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:17,NIFTY,,10444.35,,,Sell,,Sell,Sell
24-Jun-2020,13:17,CALL,,31,,,Sell,,Sell,Sell
24-Jun-2020,13:17,PUT,,121.25,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:18,CALL,,33.35,Buy,,Sell,,Sell,Sell
24-Jun-2020,13:18,NIFTY,,10457.85,Buy,,Sell,,,
24-Jun-2020,13:18,PUT,,115.65,Sell,,Buy,,Buy,Buy
24-Jun-2020,13:19,NIFTY,,10453.7,,,Sell,,,
24-Jun-2020,13:19,CALL,,33.55,,,Sell,,Sell,Sell
24-Jun-2020,13:19,PUT,,116.3,,,Buy,,Buy,Buy
24-Jun-2020,13:20,NIFTY,,10452.45,,,Sell,,,
24-Jun-2020,13:20,CALL,,34.35,,,,,,
24-Jun-2020,13:20,PUT,,117.85,,,Buy,,Buy,Buy
24-Jun-2020,13:21,NIFTY,,10445.5,Sell,,Sell,,Sell,Sell
24-Jun-2020,13:21,CALL,,30.95,Sell,,Sell,,Sell,Sell
24-Jun-2020,13:21,PUT,,122.15,Buy,,Buy,,Buy,Buy
24-Jun-2020,13:22,NIFTY,,10443.85,,,Sell,,Sell,Sell
24-Jun-2020,13:22,CALL,,33.05,Buy,,,,Sell,
24-Jun-2020,13:22,PUT,,124.1,,,Buy,,Buy,Buy
24-Jun-2020,13:23,NIFTY,,10452.5,Buy,,,,,
24-Jun-2020,13:23,CALL,,33.2,,,,,Sell,
24-Jun-2020,13:23,PUT,,120.5,,,Buy,,Buy,Buy
24-Jun-2020,13:24,CALL,,35.45,,,,,,
24-Jun-2020,13:24,PUT,,115.8,Sell,,,,Buy,
24-Jun-2020,13:24,NIFTY,,10460.95,,,,,,
24-Jun-2020,13:25,NIFTY,,10464.3,,,,,,
24-Jun-2020,13:25,CALL,,36.55,,,,,,
24-Jun-2020,13:25,PUT,,114.25,,,,,Buy,
24-Jun-2020,13:26,NIFTY,,10455.25,,,,,,
24-Jun-2020,13:26,CALL,,34.1,,Sell,,,,
24-Jun-2020,13:26,PUT,,117,,,,,Buy,
24-Jun-2020,13:27,NIFTY,,10449.05,,,,,,
24-Jun-2020,13:27,CALL,,34.35,,,,,,
24-Jun-2020,13:27,PUT,,120,Buy,,,,Buy,
24-Jun-2020,13:28,NIFTY,,10453.75,,,,,,
24-Jun-2020,13:28,CALL,,35.6,Buy,Buy,,,,
24-Jun-2020,13:28,PUT,,113.9,Sell,,,,,
24-Jun-2020,13:29,NIFTY,,10444.55,Sell,,,,Sell,
24-Jun-2020,13:29,CALL,,33.05,Sell,Sell,,,,
24-Jun-2020,13:29,PUT,,121.05,Buy,,,,Buy,
24-Jun-2020,13:30,NIFTY,,10437.8,,,Sell,,Sell,Sell
24-Jun-2020,13:30,CALL,,31.4,,,Sell,,,
24-Jun-2020,13:30,PUT,,125.95,,,Buy,,Buy,Buy
24-Jun-2020,13:31,NIFTY,,10439.4,,,Sell,,Sell,Sell
24-Jun-2020,13:31,CALL,,31.5,,,,,,
24-Jun-2020,13:31,PUT,,125.45,,,Buy,,Buy,Buy
24-Jun-2020,13:32,NIFTY,,10440.35,,,Sell,,Sell,Sell
24-Jun-2020,13:32,CALL,,32.7,,,,,,
24-Jun-2020,13:32,PUT,,122.35,,,,,Buy,
24-Jun-2020,13:33,NIFTY,,10425.5,Sell,,Sell,Sell,Sell,Sell
24-Jun-2020,13:33,CALL,,27.95,Sell,,Sell,Sell,,
24-Jun-2020,13:33,PUT,,133.4,Buy,,Buy,Buy,Buy,Buy
24-Jun-2020,13:34,NIFTY,,10431.6,,,Sell,,Sell,Sell
24-Jun-2020,13:34,CALL,,28.25,,,Sell,,Sell,Sell
24-Jun-2020,13:34,PUT,,128.95,,,Buy,,,
24-Jun-2020,13:35,CALL,,29,,,Sell,,Sell,Sell
24-Jun-2020,13:35,PUT,,125.3,Sell,,,,,
24-Jun-2020,13:35,NIFTY,,10433.5,,,Sell,,,
24-Jun-2020,13:36,NIFTY,,10419.35,Sell,,Sell,Sell,Sell,Sell
24-Jun-2020,13:36,CALL,,25.75,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:36,PUT,,137.5,Buy,,Buy,Buy,,
24-Jun-2020,13:37,NIFTY,,10410.15,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:37,CALL,,24.05,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:37,PUT,,143,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:38,NIFTY,,10409.15,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:38,PUT,,141.4,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:38,CALL,,24.25,,,Sell,,Sell,Sell
24-Jun-2020,13:39,NIFTY,,10402.25,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:39,CALL,,22.1,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:39,PUT,,147.85,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:40,NIFTY,,10405.05,,,Sell,,Sell,Sell
24-Jun-2020,13:40,PUT,,148.6,,,Buy,,Buy,Buy
24-Jun-2020,13:40,CALL,,21.7,,,Sell,,Sell,Sell
24-Jun-2020,13:41,NIFTY,,10395.25,Sell,,Sell,,Sell,Sell
24-Jun-2020,13:41,CALL,,17.4,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:41,PUT,,151.85,,,Buy,,Buy,Buy
24-Jun-2020,13:42,NIFTY,,10399.65,,,Sell,,Sell,Sell
24-Jun-2020,13:42,PUT,,151.65,,,Buy,,Buy,Buy
24-Jun-2020,13:42,CALL,,18.15,,,Sell,,Sell,Sell
24-Jun-2020,13:43,NIFTY,,10410.2,Buy,,,,,
24-Jun-2020,13:43,CALL,,19.35,,,Sell,,Sell,Sell
24-Jun-2020,13:43,PUT,,144.15,Sell,,Buy,,,
24-Jun-2020,13:44,NIFTY,,10411.9,,,,,,
24-Jun-2020,13:44,CALL,,20.75,,,Sell,,Sell,Sell
24-Jun-2020,13:44,PUT,,142.1,,,,,,
24-Jun-2020,13:45,NIFTY,,10393.25,Sell,,Sell,,Sell,Sell
24-Jun-2020,13:45,CALL,,19.2,,,Sell,,Sell,Sell
24-Jun-2020,13:45,PUT,,153.9,Buy,,Buy,,Buy,Buy
24-Jun-2020,13:46,NIFTY,,10374.05,,,Sell,Sell,Sell,Sell
24-Jun-2020,13:46,CALL,,15.1,Sell,,Sell,,Sell,Sell
24-Jun-2020,13:46,PUT,,167.25,,,Buy,Buy,Buy,Buy
24-Jun-2020,13:47,NIFTY,,10383.95,,,Sell,,Sell,Sell
24-Jun-2020,13:47,CALL,,16.1,,,Sell,,Sell,Sell
24-Jun-2020,13:47,PUT,,166.1,,,Buy,,Buy,Buy
24-Jun-2020,13:48,NIFTY,,10377.65,,,Sell,,Sell,Sell
24-Jun-2020,13:48,CALL,,16,,,Sell,,Sell,Sell
24-Jun-2020,13:48,PUT,,167.75,,,Buy,,Buy,Buy
24-Jun-2020,13:49,NIFTY,,10393.1,Buy,,,,,
24-Jun-2020,13:49,CALL,,17.75,Buy,,,,Sell,
24-Jun-2020,13:49,PUT,,152.6,Sell,,,,,
24-Jun-2020,13:50,NIFTY,,10388.35,,,,,,
24-Jun-2020,13:50,CALL,,18.2,,,,,Sell,
24-Jun-2020,13:50,PUT,,157.3,,,,,,
24-Jun-2020,13:51,NIFTY,,10381.65,Sell,,Sell,,,
24-Jun-2020,13:51,CALL,,16.8,Sell,,Sell,,Sell,Sell
24-Jun-2020,13:51,PUT,,162,Buy,,Buy,,,
24-Jun-2020,13:52,NIFTY,,10400.1,Buy,,,,,
24-Jun-2020,13:52,CALL,,18.7,Buy,,,,,
24-Jun-2020,13:52,PUT,,147.2,Sell,Sell,,,,
24-Jun-2020,13:53,NIFTY,,10406.15,,Buy,,,,
24-Jun-2020,13:53,PUT,,144.2,,,,,,
24-Jun-2020,13:53,CALL,,19.9,,,,,,
24-Jun-2020,13:54,NIFTY,,10397.15,,Sell,,,,
24-Jun-2020,13:54,PUT,,150,,,,,,
24-Jun-2020,13:54,CALL,,19.25,,,,,,
24-Jun-2020,13:55,NIFTY,,10402.6,Buy,Buy,,,,
24-Jun-2020,13:55,PUT,,146.85,,,,,,
24-Jun-2020,13:55,CALL,,19,,,,,,
24-Jun-2020,13:56,NIFTY,,10400.95,Sell,,,,,
24-Jun-2020,13:56,PUT,,146.2,,,,,,
24-Jun-2020,13:56,CALL,,19.5,,,,,,
24-Jun-2020,13:57,NIFTY,,10391.85,Sell,Sell,,,,
24-Jun-2020,13:57,PUT,,153,Buy,Buy,,,,
24-Jun-2020,13:57,CALL,,17.9,Sell,Sell,,,,
24-Jun-2020,13:58,NIFTY,,10394.7,,,,,,
24-Jun-2020,13:58,CALL,,17.9,,,,,,
24-Jun-2020,13:58,PUT,,155.75,,,,,,
24-Jun-2020,13:59,CALL,,19.05,Buy,Buy,,,,
24-Jun-2020,13:59,PUT,,152.8,,Sell,,,,
24-Jun-2020,13:59,NIFTY,,10393.6,,,,,,
24-Jun-2020,14:00,NIFTY,,10398.55,Buy,Buy,,,,
24-Jun-2020,14:00,CALL,,19.35,,,,,,
24-Jun-2020,14:00,PUT,,151.2,Sell,,,,,
24-Jun-2020,14:01,NIFTY,,10390.55,Sell,Sell,,,,
24-Jun-2020,14:01,PUT,,156.6,Buy,Buy,,,,
24-Jun-2020,14:01,CALL,,18.65,Sell,,,,,
24-Jun-2020,14:02,NIFTY,,10379.6,,,Sell,,,
24-Jun-2020,14:02,PUT,,161.95,,,,,,
24-Jun-2020,14:02,CALL,,17.45,Sell,Sell,,,,
24-Jun-2020,14:03,NIFTY,,10375.75,,,Sell,,,
24-Jun-2020,14:03,PUT,,163.15,,,Buy,,,
24-Jun-2020,14:03,CALL,,15.8,,,Sell,,,
24-Jun-2020,14:04,NIFTY,,10387.3,Buy,,,,,
24-Jun-2020,14:04,PUT,,154.45,Sell,Sell,,,,
24-Jun-2020,14:04,CALL,,16.9,,,Sell,,,
24-Jun-2020,14:05,NIFTY,,10394.25,,Buy,,,,
24-Jun-2020,14:05,CALL,,17.45,Buy,,,,,
24-Jun-2020,14:05,PUT,,149.1,,,,,,
24-Jun-2020,14:06,NIFTY,,10420.45,,,Buy,Buy,,
24-Jun-2020,14:06,CALL,,20.15,Buy,Buy,Buy,,,
24-Jun-2020,14:06,PUT,,126.2,,,Sell,Sell,,
24-Jun-2020,14:07,NIFTY,,10427.75,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:07,PUT,,118.85,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:07,CALL,,22.95,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:08,NIFTY,,10425.6,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:08,CALL,,24.4,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:08,PUT,,121.75,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:09,NIFTY,,10415.1,Sell,,Buy,,,
24-Jun-2020,14:09,CALL,,21.7,,,Buy,,,
24-Jun-2020,14:09,PUT,,131.6,Buy,,Sell,,,
24-Jun-2020,14:10,NIFTY,,10418.65,,,Buy,,Buy,Buy
24-Jun-2020,14:10,CALL,,21.25,,,Buy,,,
24-Jun-2020,14:10,PUT,,128.15,,,Sell,,,
24-Jun-2020,14:11,CALL,,23,,,Buy,,,
24-Jun-2020,14:11,PUT,,129.5,,,Sell,,,
24-Jun-2020,14:11,NIFTY,,10419.85,,,Buy,,Buy,Buy
24-Jun-2020,14:12,CALL,,21.65,Sell,,,,,
24-Jun-2020,14:12,PUT,,138.55,Buy,,,,,
24-Jun-2020,14:12,NIFTY,,10407.2,Sell,,,,,
24-Jun-2020,14:13,NIFTY,,10394.15,,Sell,,,,
24-Jun-2020,14:13,CALL,,19.8,Sell,Sell,,,,
24-Jun-2020,14:13,PUT,,145,,Buy,,,,
24-Jun-2020,14:14,NIFTY,,10399.75,,,,,,
24-Jun-2020,14:14,CALL,,19,,,,,,
24-Jun-2020,14:14,PUT,,142.65,,Sell,,,,
24-Jun-2020,14:15,CALL,,18.8,,,,,,
24-Jun-2020,14:15,PUT,,150,,Buy,,,,
24-Jun-2020,14:15,NIFTY,,10396.75,,,,,,
24-Jun-2020,14:16,NIFTY,,10396.65,,,,,,
24-Jun-2020,14:16,CALL,,19.25,,,,,,
24-Jun-2020,14:16,PUT,,150.85,,,,,,
24-Jun-2020,14:17,NIFTY,,10405.6,Buy,Buy,,,,
24-Jun-2020,14:17,CALL,,20.75,Buy,Buy,,,,
24-Jun-2020,14:17,PUT,,141.65,Sell,Sell,,,,
24-Jun-2020,14:18,NIFTY,,10402.85,,,,,,
