indicator,good,bad,oscillating,total,success_rate,interval_label
RSI_5_90_10__AND__RSI_10_80_20,1,0,0,1,100,5min
RSI_5_90_10__AND__RSI_14_70_30,1,0,0,1,100,5min
RSI_5_90_10__AND__RSI_15_70_30,1,0,0,1,100,5min
RSI_5_90_10__AND__RSI_20_70_30,1,0,0,1,100,5min
RSI_5_90_10__AND__RSI_25_70_30,1,0,0,1,100,5min
RSI_5_90_10__AND__EMA_18_42,1,0,0,1,100,5min
RSI_5_90_10__AND__EMA_24_56,1,0,0,1,100,5min
RSI_10_70_30__AND__RSI_20_70_30,5,0,0,5,100,5min
RSI_10_70_30__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_10_70_30__AND__EMA_5_13,4,0,1,4,100,5min
RSI_10_70_30__AND__EMA_9_21,6,0,0,6,100,5min
RSI_10_70_30__AND__EMA_12_28,5,0,0,5,100,5min
RSI_10_70_30__AND__EMA_15_35,3,0,0,3,100,5min
RSI_10_70_30__AND__EMA_18_42,4,0,0,4,100,5min
RSI_10_70_30__AND__EMA_21_49,2,0,0,2,100,5min
RSI_10_70_30__AND__EMA_24_56,4,0,0,4,100,5min
RSI_10_70_30__AND__EMA_27_63,1,0,1,1,100,5min
RSI_10_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_10_70_30__AND__ADX_14,1,0,0,1,100,5min
RSI_10_70_30__AND__ADX_20,1,0,0,1,100,5min
RSI_10_80_20__AND__RSI_14_70_30,5,0,0,5,100,5min
RSI_10_80_20__AND__RSI_15_70_30,5,0,0,5,100,5min
RSI_10_80_20__AND__RSI_20_70_30,5,0,0,5,100,5min
RSI_10_80_20__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_10_80_20__AND__MACD_4_8_3,1,0,0,1,100,5min
RSI_10_80_20__AND__EMA_5_13,3,0,0,3,100,5min
RSI_10_80_20__AND__EMA_9_21,4,0,0,4,100,5min
RSI_10_80_20__AND__EMA_12_28,3,0,0,3,100,5min
RSI_10_80_20__AND__EMA_15_35,1,0,0,1,100,5min
RSI_10_80_20__AND__EMA_18_42,4,0,0,4,100,5min
RSI_10_80_20__AND__EMA_21_49,1,0,0,1,100,5min
RSI_10_80_20__AND__EMA_24_56,3,0,0,3,100,5min
RSI_10_80_20__AND__EMA_27_63,1,0,0,1,100,5min
RSI_10_80_20__AND__EMA_30_70,3,0,0,3,100,5min
RSI_14_70_30__AND__RSI_20_70_30,6,0,0,6,100,5min
RSI_14_70_30__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_14_70_30__AND__EMA_9_21,5,0,0,5,100,5min
RSI_14_70_30__AND__EMA_12_28,4,0,0,4,100,5min
RSI_14_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_14_70_30__AND__EMA_18_42,4,0,0,4,100,5min
RSI_14_70_30__AND__EMA_21_49,1,0,0,1,100,5min
RSI_14_70_30__AND__EMA_24_56,3,0,0,3,100,5min
RSI_14_70_30__AND__EMA_27_63,1,0,1,1,100,5min
RSI_14_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_15_70_30__AND__RSI_20_70_30,6,0,0,6,100,5min
RSI_15_70_30__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_15_70_30__AND__EMA_9_21,5,0,0,5,100,5min
RSI_15_70_30__AND__EMA_12_28,4,0,0,4,100,5min
RSI_15_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_15_70_30__AND__EMA_18_42,4,0,0,4,100,5min
RSI_15_70_30__AND__EMA_21_49,1,0,0,1,100,5min
RSI_15_70_30__AND__EMA_24_56,3,0,0,3,100,5min
RSI_15_70_30__AND__EMA_27_63,1,0,1,1,100,5min
RSI_15_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_20_70_30__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_20_70_30__AND__MACD_4_8_3,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_5_13,2,0,0,2,100,5min
RSI_20_70_30__AND__EMA_9_21,5,0,0,5,100,5min
RSI_20_70_30__AND__EMA_12_28,3,0,0,3,100,5min
RSI_20_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_18_42,4,0,0,4,100,5min
RSI_20_70_30__AND__EMA_21_49,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_24_56,3,0,0,3,100,5min
RSI_20_70_30__AND__EMA_27_63,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_25_70_30__AND__MACD_4_8_3,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_5_13,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_9_21,3,0,0,3,100,5min
RSI_25_70_30__AND__EMA_12_28,2,0,0,2,100,5min
RSI_25_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_18_42,3,0,0,3,100,5min
RSI_25_70_30__AND__EMA_24_56,2,0,0,2,100,5min
RSI_25_70_30__AND__EMA_27_63,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_30_70,2,0,0,2,100,5min
RSI_5_70_30,18,2,1,20,90,5min
RSI_14_70_30__AND__RSI_15_70_30,8,1,1,9,88.89,5min
RSI_10_80_20,6,1,0,7,85.71,5min
RSI_5_70_30__AND__RSI_10_80_20,6,1,0,7,85.71,5min
RSI_5_70_30__AND__RSI_14_70_30,6,1,1,7,85.71,5min
RSI_5_70_30__AND__RSI_15_70_30,6,1,1,7,85.71,5min
RSI_5_80_20__AND__RSI_10_80_20,6,1,0,7,85.71,5min
RSI_5_80_20__AND__RSI_14_70_30,6,1,0,7,85.71,5min
RSI_5_80_20__AND__RSI_15_70_30,6,1,0,7,85.71,5min
RSI_10_70_30__AND__RSI_10_80_20,6,1,0,7,85.71,5min
RSI_10_70_30__AND__RSI_14_70_30,6,1,1,7,85.71,5min
RSI_10_70_30__AND__RSI_15_70_30,6,1,1,7,85.71,5min
RSI_5_80_20,11,2,0,13,84.62,5min
RSI_5_70_30__AND__RSI_5_80_20,11,2,0,13,84.62,5min
RSI_5_70_30__AND__RSI_10_70_30,10,2,1,12,83.33,5min
RSI_5_80_20__AND__RSI_10_70_30,9,2,0,11,81.82,5min
RSI_14_70_30,8,2,1,10,80,5min
RSI_15_70_30,8,2,1,10,80,5min
RSI_10_70_30,10,3,1,13,76.92,5min
RSI_14_70_30__AND__EMA_5_13,3,1,1,4,75,5min
RSI_15_70_30__AND__EMA_5_13,3,1,1,4,75,5min
EMA_9_21__AND__EMA_30_70,3,1,1,4,75,5min
EMA_18_42__AND__EMA_30_70,3,1,1,4,75,5min
MACD_16_32_12__AND__EMA_9_21,8,3,1,11,72.73,5min
EMA_18_42__AND__EMA_27_63,5,2,0,7,71.43,5min
EMA_9_21__AND__EMA_21_49,12,5,1,17,70.59,5min
EMA_9_21__AND__EMA_24_56,7,3,1,10,70,5min
RSI_10_70_30__AND__MACD_4_8_3,2,1,1,3,66.67,5min
EMA_24_56__AND__EMA_30_70,2,1,1,3,66.67,5min
EMA_9_21__AND__EMA_18_42,9,5,1,14,64.29,5min
EMA_9_21__AND__EMA_15_35,14,8,1,22,63.64,5min
EMA_9_21__AND__EMA_12_28,15,9,1,24,62.5,5min
EMA_9_21__AND__EMA_27_63,5,3,0,8,62.5,5min
EMA_5_13__AND__EMA_9_21,16,10,0,26,61.54,5min
EMA_18_42__AND__EMA_21_49,8,5,1,13,61.54,5min
EMA_30_70,3,2,1,5,60,5min
EMA_5_13__AND__EMA_18_42,9,6,0,15,60,5min
EMA_12_28__AND__EMA_30_70,3,2,1,5,60,5min
EMA_15_35__AND__EMA_21_49,9,6,1,15,60,5min
EMA_9_21,27,19,1,46,58.7,5min
MACD_8_16_6__AND__EMA_9_21,11,8,1,19,57.89,5min
MACD_20_40_15__AND__EMA_9_21,4,3,1,7,57.14,5min
EMA_15_35__AND__EMA_24_56,4,3,1,7,57.14,5min
EMA_21_49__AND__EMA_27_63,4,3,0,7,57.14,5min
MACD_16_32_12__AND__EMA_18_42,9,7,1,16,56.25,5min
EMA_15_35__AND__EMA_18_42,9,7,1,16,56.25,5min
EMA_18_42,15,12,1,27,55.56,5min
EMA_15_35__AND__EMA_27_63,5,4,0,9,55.56,5min
EMA_5_13__AND__EMA_21_49,6,5,0,11,54.55,5min
EMA_18_42__AND__EMA_24_56,6,5,1,11,54.55,5min
EMA_24_56,9,8,1,17,52.94,5min
MACD_12_26_9__AND__EMA_9_21,9,8,1,17,52.94,5min
MACD_12_24_9__AND__EMA_9_21,10,9,1,19,52.63,5min
EMA_21_49,12,11,1,23,52.17,5min
EMA_9_21__AND__ADX_14,12,11,1,23,52.17,5min
EMA_5_13__AND__EMA_12_28,13,12,0,25,52,5min
EMA_12_28,20,19,1,39,51.28,5min
EMA_5_13,27,27,1,54,50,5min
EMA_27_63,6,6,1,12,50,5min
RSI_14_70_30__AND__MACD_4_8_3,1,1,1,2,50,5min
RSI_15_70_30__AND__MACD_4_8_3,1,1,1,2,50,5min
MACD_4_8_3__AND__EMA_9_21,12,12,0,24,50,5min
MACD_8_16_6__AND__EMA_18_42,8,8,1,16,50,5min
MACD_16_32_12__AND__EMA_15_35,8,8,1,16,50,5min
Bollinger_20_1.5__AND__EMA_9_21,2,2,0,4,50,5min
EMA_5_13__AND__EMA_15_35,9,9,0,18,50,5min
EMA_5_13__AND__EMA_24_56,4,4,0,8,50,5min
EMA_5_13__AND__EMA_27_63,3,3,1,6,50,5min
EMA_5_13__AND__EMA_30_70,2,2,0,4,50,5min
EMA_9_21__AND__RSI_10_70_30_REV,1,1,1,2,50,5min
EMA_12_28__AND__EMA_15_35,9,9,1,18,50,5min
EMA_12_28__AND__EMA_18_42,9,9,1,18,50,5min
EMA_21_49__AND__EMA_24_56,5,5,1,10,50,5min
EMA_24_56__AND__EMA_27_63,3,3,0,6,50,5min
EMA_24_56__AND__ADX_14,4,4,1,8,50,5min
EMA_24_56__AND__ADX_20,4,4,1,8,50,5min
EMA_15_35,16,17,1,33,48.48,5min
EMA_9_21__AND__ADX_20,8,9,1,17,47.06,5min
MACD_16_32_12__AND__EMA_5_13,7,8,0,15,46.67,5min
EMA_21_49__AND__ADX_14,7,8,1,15,46.67,5min
EMA_21_49__AND__ADX_20,7,8,1,15,46.67,5min
EMA_12_28__AND__EMA_21_49,6,7,1,13,46.15,5min
MACD_8_16_6__AND__EMA_5_13,11,13,0,24,45.83,5min
EMA_12_28__AND__EMA_24_56,5,6,1,11,45.45,5min
MACD_16_32_12__AND__EMA_27_63,4,5,0,9,44.44,5min
MACD_16_32_12,11,14,1,25,44,5min
MACD_12_24_9__AND__EMA_18_42,7,9,1,16,43.75,5min
MACD_12_26_9__AND__EMA_18_42,7,9,1,16,43.75,5min
MACD_8_16_6__AND__MACD_16_32_12,10,13,1,23,43.48,5min
MACD_8_16_6__AND__EMA_12_28,9,12,1,21,42.86,5min
EMA_12_28__AND__EMA_27_63,3,4,0,7,42.86,5min
EMA_18_42__AND__ADX_14,6,8,1,14,42.86,5min
EMA_18_42__AND__ADX_20,6,8,1,14,42.86,5min
MACD_8_16_6,19,26,1,45,42.22,5min
MACD_4_8_3__AND__EMA_18_42,5,7,0,12,41.67,5min
MACD_8_16_6__AND__EMA_21_49,5,7,1,12,41.67,5min
MACD_12_24_9__AND__EMA_21_49,5,7,1,12,41.67,5min
MACD_12_26_9__AND__EMA_21_49,5,7,1,12,41.67,5min
MACD_16_32_12__AND__EMA_21_49,5,7,1,12,41.67,5min
Bollinger_25_1.5__AND__EMA_9_21,2,3,1,5,40,5min
EMA_9_21__AND__RSI_5_90_10_REV,2,3,0,5,40,5min
EMA_15_35__AND__ADX_20,8,12,1,20,40,5min
EMA_12_28__AND__ADX_14,9,14,1,23,39.13,5min
EMA_15_35__AND__ADX_14,9,14,1,23,39.13,5min
MACD_4_8_3__AND__EMA_12_28,7,11,0,18,38.89,5min
MACD_16_32_12__AND__EMA_12_28,5,8,1,13,38.46,5min
MACD_12_24_9__AND__MACD_16_32_12,8,13,1,21,38.1,5min
MACD_12_26_9__AND__MACD_16_32_12,8,13,1,21,38.1,5min
MACD_8_16_6__AND__EMA_27_63,3,5,0,8,37.5,5min
MACD_12_24_9__AND__EMA_27_63,3,5,0,8,37.5,5min
MACD_12_26_9__AND__EMA_27_63,3,5,0,8,37.5,5min
Bollinger_20_1__AND__EMA_9_21,3,5,1,8,37.5,5min
EMA_27_63__AND__ADX_14,3,5,0,8,37.5,5min
EMA_27_63__AND__ADX_20,3,5,0,8,37.5,5min
ADX_14,14,24,1,38,36.84,5min
MACD_8_16_6__AND__EMA_15_35,7,12,1,19,36.84,5min
MACD_12_24_9__AND__EMA_5_13,7,12,0,19,36.84,5min
MACD_4_8_3,20,36,1,56,35.71,5min
ADX_20,10,18,1,28,35.71,5min
EMA_5_13__AND__ADX_20,5,9,0,14,35.71,5min
ADX_14__AND__ADX_20,10,18,1,28,35.71,5min
MACD_8_16_6__AND__MACD_12_24_9,11,20,1,31,35.48,5min
MACD_12_24_9__AND__EMA_15_35,7,13,1,20,35,5min
MACD_8_16_6__AND__MACD_12_26_9,9,17,1,26,34.62,5min
MACD_4_8_3__AND__EMA_5_13,10,19,1,29,34.48,5min
MACD_12_24_9,12,23,1,35,34.29,5min
MACD_12_26_9,11,22,1,33,33.33,5min
MACD_4_8_3__AND__MACD_16_32_12,5,10,0,15,33.33,5min
MACD_4_8_3__AND__EMA_21_49,3,6,0,9,33.33,5min
MACD_4_8_3__AND__EMA_24_56,3,6,0,9,33.33,5min
MACD_12_24_9__AND__EMA_24_56,3,6,1,9,33.33,5min
MACD_12_26_9__AND__EMA_5_13,5,10,0,15,33.33,5min
MACD_12_26_9__AND__EMA_15_35,6,12,1,18,33.33,5min
MACD_12_26_9__AND__EMA_24_56,3,6,1,9,33.33,5min
MACD_16_32_12__AND__EMA_24_56,2,4,1,6,33.33,5min
MACD_24_48_18__AND__EMA_9_21,1,2,1,3,33.33,5min
Bollinger_15_2__AND__EMA_9_21,1,2,0,3,33.33,5min
Bollinger_15_2__AND__EMA_12_28,1,2,0,3,33.33,5min
Bollinger_20_2__AND__EMA_9_21,1,2,0,3,33.33,5min
Bollinger_30_1.5__AND__EMA_9_21,1,2,1,3,33.33,5min
EMA_5_13__AND__ADX_14,7,14,0,21,33.33,5min
EMA_12_28__AND__ADX_20,5,10,1,15,33.33,5min
EMA_15_35__AND__EMA_30_70,1,2,1,3,33.33,5min
EMA_21_49__AND__EMA_30_70,1,2,1,3,33.33,5min
EMA_27_63__AND__EMA_30_70,1,2,0,3,33.33,5min
MACD_4_8_3__AND__MACD_8_16_6,11,23,0,34,32.35,5min
MACD_12_24_9__AND__MACD_12_26_9,10,21,1,31,32.26,5min
RSI_10_70_30_REV,5,11,1,16,31.25,5min
MACD_8_16_6__AND__ADX_14,7,16,1,23,30.43,5min
MACD_8_16_6__AND__EMA_24_56,3,7,1,10,30,5min
MACD_16_32_12__AND__ADX_14,3,7,1,10,30,5min
MACD_16_32_12__AND__ADX_20,3,7,1,10,30,5min
MACD_20_40_15__AND__EMA_15_35,3,7,1,10,30,5min
Bollinger_20_1.5__AND__EMA_5_13,3,7,0,10,30,5min
Bollinger_25_1__AND__EMA_9_21,3,7,1,10,30,5min
MACD_12_24_9__AND__EMA_12_28,5,12,1,17,29.41,5min
MACD_4_8_3__AND__EMA_15_35,4,10,0,14,28.57,5min
MACD_20_40_15__AND__EMA_18_42,2,5,1,7,28.57,5min
MACD_20_40_15__AND__EMA_27_63,2,5,0,7,28.57,5min
EMA_5_13__AND__RSI_5_90_10_REV,2,5,0,7,28.57,5min
EMA_5_13__AND__RSI_10_70_30_REV,2,5,0,7,28.57,5min
EMA_9_21__AND__RSI_5_80_20_REV,2,5,0,7,28.57,5min
MACD_4_8_3__AND__RSI_5_90_10_REV,3,8,0,11,27.27,5min
MACD_20_40_15__AND__EMA_5_13,3,8,0,11,27.27,5min
MACD_12_26_9__AND__EMA_12_28,4,11,1,15,26.67,5min
MACD_4_8_3__AND__ADX_14,5,14,0,19,26.32,5min
MACD_4_8_3__AND__MACD_12_24_9,6,18,0,24,25,5min
MACD_8_16_6__AND__ADX_20,4,12,1,16,25,5min
MACD_20_40_15__AND__EMA_24_56,2,6,1,8,25,5min
Bollinger_5_1__AND__RSI_5_90_10_REV,2,6,0,8,25,5min
Bollinger_15_1__AND__EMA_9_21,3,9,1,12,25,5min
Bollinger_15_1.5__AND__EMA_5_13,2,6,0,8,25,5min
Bollinger_15_1.5__AND__EMA_12_28,1,3,0,4,25,5min
Bollinger_15_1.5__AND__EMA_18_42,1,3,0,4,25,5min
Bollinger_15_2__AND__EMA_5_13,1,3,0,4,25,5min
Bollinger_15_2__AND__ADX_14,1,3,0,4,25,5min
Bollinger_15_2__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
Bollinger_20_1.5__AND__EMA_12_28,2,6,0,8,25,5min
Bollinger_20_2__AND__EMA_5_13,1,3,0,4,25,5min
Bollinger_20_2__AND__EMA_12_28,1,3,0,4,25,5min
Bollinger_20_2__AND__ADX_14,1,3,0,4,25,5min
Bollinger_20_2__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
EMA_9_21__AND__RSI_5_70_30_REV,3,9,0,12,25,5min
EMA_12_28__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
MACD_8_16_6__AND__Bollinger_20_1,5,16,1,21,23.81,5min
RSI_5_90_10_REV,3,10,0,13,23.08,5min
RSI_14_70_30_REV,3,10,1,13,23.08,5min
MACD_4_8_3__AND__Bollinger_20_1.5,3,10,0,13,23.08,5min
MACD_16_32_12__AND__Bollinger_20_1,3,10,1,13,23.08,5min
RSI_5_70_30_REV__AND__RSI_5_90_10_REV,3,10,0,13,23.08,5min
RSI_5_80_20_REV__AND__RSI_5_90_10_REV,3,10,0,13,23.08,5min
MACD_4_8_3__AND__MACD_12_26_9,5,17,0,22,22.73,5min
MACD_12_24_9__AND__ADX_14,5,17,1,22,22.73,5min
MACD_20_40_15,4,14,1,18,22.22,5min
MACD_4_8_3__AND__RSI_5_70_30_REV,6,21,0,27,22.22,5min
MACD_12_24_9__AND__ADX_20,4,14,1,18,22.22,5min
MACD_12_26_9__AND__ADX_20,4,14,1,18,22.22,5min
MACD_20_40_15__AND__EMA_21_49,2,7,1,9,22.22,5min
Bollinger_10_1__AND__EMA_18_42,2,7,0,9,22.22,5min
Bollinger_25_1.5__AND__EMA_5_13,2,7,0,9,22.22,5min
Bollinger_25_1.5__AND__EMA_12_28,2,7,1,9,22.22,5min
Bollinger_30_1__AND__EMA_9_21,2,7,1,9,22.22,5min
EMA_18_42__AND__RSI_5_70_30_REV,2,7,0,9,22.22,5min
MACD_4_8_3__AND__ADX_20,3,11,0,14,21.43,5min
MACD_16_32_12__AND__MACD_20_40_15,3,11,1,14,21.43,5min
EMA_5_13__AND__RSI_5_70_30_REV,3,11,0,14,21.43,5min
MACD_8_16_6__AND__RSI_5_70_30_REV,5,19,0,24,20.83,5min
Bollinger_20_1,5,20,1,25,20,5min
Bollinger_20_1.5,3,12,0,15,20,5min
MACD_8_16_6__AND__Bollinger_20_1.5,3,12,0,15,20,5min
MACD_8_16_6__AND__RSI_5_90_10_REV,2,8,0,10,20,5min
MACD_12_26_9__AND__ADX_14,4,16,1,20,20,5min
MACD_24_48_18__AND__EMA_5_13,1,4,0,5,20,5min
MACD_24_48_18__AND__EMA_15_35,1,4,1,5,20,5min
MACD_24_48_18__AND__EMA_24_56,1,4,1,5,20,5min
MACD_24_48_18__AND__EMA_27_63,1,4,0,5,20,5min
Bollinger_5_1__AND__RSI_10_80_20_REV,1,4,0,5,20,5min
Bollinger_10_1.5__AND__EMA_9_21,1,4,0,5,20,5min
Bollinger_15_1__AND__Bollinger_20_1.5,3,12,0,15,20,5min
Bollinger_15_1.5__AND__EMA_9_21,1,4,0,5,20,5min
Bollinger_20_1__AND__Bollinger_20_1.5,3,12,0,15,20,5min
Bollinger_20_1__AND__EMA_5_13,3,12,0,15,20,5min
Bollinger_20_1__AND__EMA_12_28,2,8,1,10,20,5min
Bollinger_20_1__AND__EMA_24_56,1,4,1,5,20,5min
Bollinger_20_1.5__AND__EMA_24_56,1,4,0,5,20,5min
Bollinger_25_1__AND__EMA_24_56,1,4,1,5,20,5min
Bollinger_25_1.5__AND__EMA_24_56,1,4,1,5,20,5min
Bollinger_30_1__AND__EMA_24_56,1,4,1,5,20,5min
Bollinger_30_1.5__AND__EMA_24_56,1,4,1,5,20,5min
EMA_5_13__AND__RSI_5_80_20_REV,2,8,0,10,20,5min
EMA_24_56__AND__RSI_10_70_30_REV,1,4,1,5,20,5min
EMA_27_63__AND__RSI_10_70_30_REV,1,4,0,5,20,5min
MACD_4_8_3__AND__Bollinger_20_1,4,17,0,21,19.05,5min
Bollinger_15_1__AND__EMA_5_13,3,13,0,16,18.75,5min
ADX_14__AND__RSI_5_70_30_REV,3,13,0,16,18.75,5min
MACD_8_16_6__AND__Bollinger_25_1,4,18,1,22,18.18,5min
MACD_16_32_12__AND__Bollinger_20_1.5,2,9,0,11,18.18,5min
Bollinger_10_1__AND__RSI_5_90_10_REV,2,9,0,11,18.18,5min
Bollinger_15_1.5__AND__Bollinger_20_1,2,9,0,11,18.18,5min
Bollinger_15_1.5__AND__Bollinger_20_1.5,2,9,0,11,18.18,5min
Bollinger_20_1__AND__Bollinger_25_1,4,18,1,22,18.18,5min
Bollinger_25_1__AND__EMA_12_28,2,9,1,11,18.18,5min
RSI_10_70_30_REV__AND__RSI_14_70_30_REV,2,9,1,11,18.18,5min
RSI_5_70_30_REV,6,28,0,34,17.65,5min
MACD_4_8_3__AND__RSI_5_80_20_REV,3,14,0,17,17.65,5min
MACD_12_26_9__AND__Bollinger_20_1,3,14,1,17,17.65,5min
Bollinger_20_1__AND__RSI_5_70_30_REV,3,14,0,17,17.65,5min
Bollinger_15_1__AND__Bollinger_20_1,4,19,1,23,17.39,5min
MACD_8_16_6__AND__MACD_20_40_15,2,10,1,12,16.67,5min
MACD_12_24_9__AND__MACD_20_40_15,2,10,1,12,16.67,5min
MACD_12_24_9__AND__Bollinger_20_1,3,15,1,18,16.67,5min
MACD_12_26_9__AND__MACD_20_40_15,2,10,1,12,16.67,5min
MACD_12_26_9__AND__Bollinger_20_1.5,2,10,0,12,16.67,5min
MACD_20_40_15__AND__Bollinger_20_1,2,10,1,12,16.67,5min
MACD_20_40_15__AND__Bollinger_25_1,2,10,1,12,16.67,5min
MACD_20_40_15__AND__Bollinger_30_1,2,10,1,12,16.67,5min
MACD_24_48_18__AND__EMA_21_49,1,5,1,6,16.67,5min
Bollinger_5_1__AND__Bollinger_15_2,1,5,0,6,16.67,5min
Bollinger_5_1__AND__Bollinger_20_2,1,5,0,6,16.67,5min
Bollinger_5_1__AND__RSI_10_70_30_REV,1,5,0,6,16.67,5min
Bollinger_10_1__AND__RSI_5_70_30_REV,4,20,0,24,16.67,5min
Bollinger_10_1.5__AND__EMA_5_13,1,5,0,6,16.67,5min
Bollinger_10_1.5__AND__EMA_12_28,1,5,0,6,16.67,5min
Bollinger_15_1.5__AND__ADX_14,1,5,0,6,16.67,5min
Bollinger_15_1.5__AND__RSI_5_70_30_REV,2,10,0,12,16.67,5min
Bollinger_15_1.5__AND__RSI_5_90_10_REV,1,5,0,6,16.67,5min
Bollinger_20_1__AND__EMA_18_42,1,5,1,6,16.67,5min
Bollinger_20_1.5__AND__EMA_18_42,1,5,0,6,16.67,5min
EMA_12_28__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
EMA_18_42__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
EMA_21_49__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
ADX_14__AND__RSI_5_90_10_REV,1,5,0,6,16.67,5min
ADX_14__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
ADX_20__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
RSI_5_90_10_REV__AND__RSI_10_80_20_REV,1,5,0,6,16.67,5min
Bollinger_25_1,4,21,1,25,16,5min
RSI_5_80_20_REV,3,16,0,19,15.79,5min
MACD_4_8_3__AND__Bollinger_25_1,3,16,0,19,15.79,5min
MACD_8_16_6__AND__Bollinger_30_1,3,16,1,19,15.79,5min
Bollinger_20_1__AND__Bollinger_30_1,3,16,1,19,15.79,5min
RSI_5_70_30_REV__AND__RSI_5_80_20_REV,3,16,0,19,15.79,5min
Bollinger_15_1.5,2,11,0,13,15.38,5min
MACD_4_8_3__AND__Bollinger_15_1.5,2,11,0,13,15.38,5min
MACD_4_8_3__AND__Bollinger_25_1.5,2,11,0,13,15.38,5min
MACD_8_16_6__AND__Bollinger_15_1,4,22,1,26,15.38,5min
MACD_8_16_6__AND__Bollinger_15_1.5,2,11,0,13,15.38,5min
MACD_12_24_9__AND__Bollinger_20_1.5,2,11,0,13,15.38,5min
MACD_16_32_12__AND__Bollinger_25_1,2,11,1,13,15.38,5min
MACD_16_32_12__AND__Bollinger_30_1,2,11,1,13,15.38,5min
Bollinger_5_1__AND__EMA_9_21,2,11,0,13,15.38,5min
Bollinger_5_1__AND__RSI_5_80_20_REV,2,11,0,13,15.38,5min
